Source,Title,Link,Summary,SEO_Score,cleaned,topic_cluster,sentiment_score,lexicon_score,impact_score,impact_level
Onlanka.com,Thurstan College supports disaster fund with Rs. 3.25 Million,https://www.onlanka.com/news/thurstan-college-supports-disaster-fund-with-rs-3-25-million.html,"A financial contribution of Rs. 3,250,000.00 was officially handed over to Defence Secretary Air Vice Marshal Sampath Thuyacontha (Retd) at the Ministry of Defence yesterday (December 03), in support of the National Disaster Management Fund.
The post Thurstan College supports disaster fund with Rs. 3.25 Million appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,thurstan college supports disaster fund rs 3 25 million financial contribution rs 3 250 000 00 officially handed defence secretary air vice marshal sampath thuyacontha retd ministry defence yesterday december 03 support national disaster management fund post thurstan college supports disaster fund rs 3 25 million appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,-0.6124,-10.0,-10.0,High Risk
Onlanka.com,"ADB announces emergency grants for flood-hit Sri Lanka, Thailand, and Viet Nam",https://www.onlanka.com/news/adb-announces-emergency-grants-for-flood-hit-sri-lanka-thailand-and-viet-nam.html,"The Asian Development Bank (ADB) has announced immediate financial support for three countries in South and Southeast Asia following severe flooding that has caused major loss of life and widespread damage.
The post ADB announces emergency grants for flood-hit Sri Lanka, Thailand, and Viet Nam appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,adb announces emergency grants flood hit sri lanka thailand viet nam asian development bank adb announced immediate financial support three countries south southeast asia following severe flooding caused major loss life widespread damage post adb announces emergency grants flood hit sri lanka thailand viet nam appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,-0.7184,-10.0,-10.0,High Risk
Onlanka.com,U.S. announces $2 Million in emergency aid for Sri Lanka after Cyclone Ditwah,https://www.onlanka.com/news/u-s-announces-2-million-in-emergency-aid-for-sri-lanka-after-cyclone-ditwah.html,"The United States has announced $2 million in emergency, life-saving assistance for people affected by Tropical Cyclone Ditwah in Sri Lanka.
The post U.S. announces $2 Million in emergency aid for Sri Lanka after Cyclone Ditwah appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,u announces 2 million emergency aid sri lanka cyclone ditwah united states announced 2 million emergency life saving assistance people affected tropical cyclone ditwah sri lanka post u announces 2 million emergency aid sri lanka cyclone ditwah appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,-0.5859,-7.5,-8.0859,High Risk
Onlanka.com,UAE sends fourth humanitarian aid flight to cyclone-hit Sri Lanka,https://www.onlanka.com/news/uae-sends-fourth-humanitarian-aid-flight-to-cyclone-hit-sri-lanka.html,"The United Arab Emirates dispatched another humanitarian relief consignment to Sri Lanka today (December 3) as part of its ongoing support for communities affected by Cyclone Ditwah.
The post UAE sends fourth humanitarian aid flight to cyclone-hit Sri Lanka appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,uae sends fourth humanitarian aid flight cyclone hit sri lanka united arab emirates dispatched another humanitarian relief consignment sri lanka today december 3 part ongoing support communities affected cyclone ditwah post uae sends fourth humanitarian aid flight cyclone hit sri lanka appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,0.8316,-7.5,-6.6684,High Risk
Onlanka.com,Bangladesh delivers humanitarian aid to Sri Lanka,https://www.onlanka.com/news/bangladesh-delivers-humanitarian-aid-to-sri-lanka.html,"Bangladesh dispatched a humanitarian relief consignment to Sri Lanka this afternoon (December 03) to support ongoing recovery efforts following the devastation caused by recent adverse weather conditions in the country.
The post Bangladesh delivers humanitarian aid to Sri Lanka appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,bangladesh delivers humanitarian aid sri lanka bangladesh dispatched humanitarian relief consignment sri lanka afternoon december 03 support ongoing recovery efforts following devastation caused recent adverse weather conditions country post bangladesh delivers humanitarian aid sri lanka appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,0.3182,8.0,8.3182,High Opportunity
Onlanka.com,"Sri Lanka reports 479 dead, 350 missing after extreme weather",https://www.onlanka.com/news/sri-lanka-reports-479-dead-350-missing-after-extreme-weather.html,"The Disaster Management Centre (DMC) reports that 479 deaths caused by adverse weather conditions in Sri Lanka have been recorded so far, while 350 people remain missing.
The post Sri Lanka reports 479 dead, 350 missing after extreme weather appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,sri lanka reports 479 dead 350 missing extreme weather disaster management centre dmc reports 479 deaths caused adverse weather conditions sri lanka recorded far 350 people remain missing post sri lanka reports 479 dead 350 missing extreme weather appeared first sri lanka news breaking news amp top stories sri lanka onlanka,5,-0.9638,-10.0,-10.0,High Risk
Onlanka.com,Sri Lanka gains international support to recover corrupt assets abroad,https://www.onlanka.com/news/sri-lanka-gains-international-support-to-recover-corrupt-assets-abroad.html,"Senior officials from the StAR Initiative, a joint program of the World Bank and the United Nations Office on Drugs and Crime (UNODC), have offered technical and expert assistance to help Sri Lanka recover assets located abroad that are suspected to have been acquired through criminal activities.
The post Sri Lanka gains international support to recover corrupt assets abroad appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,sri lanka gains international support recover corrupt assets abroad senior officials star initiative joint program world bank united nations office drugs crime unodc offered technical expert assistance help sri lanka recover assets located abroad suspected acquired criminal activities post sri lanka gains international support recover corrupt assets abroad appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,0.8689,0.0,0.8689,Opportunity
Onlanka.com,"Sri Lanka President approves Rs. 25,000 aid for each affected student",https://www.onlanka.com/news/sri-lanka-president-approves-rs-25000-aid-for-each-affected-student.html,"Sri Lanka’s President Anura Kumara Dissanayake has decided to grant Rs. 25,000 to every school student affected by floods and landslides to support their educational activities.
The post Sri Lanka President approves Rs. 25,000 aid for each affected student appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,sri lanka president approves rs 25 000 aid affected student sri lanka president anura kumara dissanayake decided grant rs 25 000 every school student affected floods landslides support educational activities post sri lanka president approves rs 25 000 aid affected student appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,0.8225,6.0,6.8225,High Opportunity
Onlanka.com,India sends urgent medical aid and personnel to Sri Lanka,https://www.onlanka.com/news/india-sends-urgent-medical-aid-and-personnel-to-sri-lanka.html,"An Indian Air Force C-17A aircraft carrying urgent medical assistance arrived in Sri Lanka last evening (December 02).
The post India sends urgent medical aid and personnel to Sri Lanka appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,india sends urgent medical aid personnel sri lanka indian air force c 17a aircraft carrying urgent medical assistance arrived sri lanka last evening december 02 post india sends urgent medical aid personnel sri lanka appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,0.6369,6.0,6.6369,High Opportunity
Onlanka.com,Sri Lanka Parliament observes one minute of silence for disaster victims,https://www.onlanka.com/news/sri-lanka-parliament-observes-one-minute-of-silence-for-disaster-victims.html,"The Parliament of Sri Lanka observed a one-minute silence today (December 03) in remembrance of all those who lost their lives due to the recent disaster situation caused by adverse weather conditions.
The post Sri Lanka Parliament observes one minute of silence for disaster victims appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,sri lanka parliament observes one minute silence disaster victims parliament sri lanka observed one minute silence today december 03 remembrance lost lives due recent disaster situation caused adverse weather conditions post sri lanka parliament observes one minute silence disaster victims appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,-0.9633,-10.0,-10.0,High Risk
Onlanka.com,Apple steps in to help communities hit by severe storms in Asia,https://www.onlanka.com/news/apple-steps-in-to-help-communities-hit-by-severe-storms-in-asia.html,"Apple CEO Tim Cook has shared a message of support for people affected by recent storms across Thailand, Indonesia, Malaysia, and Sri Lanka.
The post Apple steps in to help communities hit by severe storms in Asia appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.",1,apple steps help communities hit severe storms asia apple ceo tim cook shared message support people affected recent storms across thailand indonesia malaysia sri lanka post apple steps help communities hit severe storms asia appeared first sri lanka news breaking news amp top stories sri lanka onlanka,1,0.6705,0.0,0.6705,Opportunity
LankaBusinessOnline,Banks Association pledges strong support for economic revival,https://www.lankabusinessonline.com/banks-association-pledges-strong-support-for-economic-revival/,The Sri Lanka Banks Association (SLBA) in a meeting with the Governor of the Central Bank of Sri Lanka (CBSL) today pledged its fullest support to revive the country’s economy following the damage inflicted by Cyclone Ditwah.&#160; The banks represented by the Association stated that a detailed impact assessment has already been initiated across banks [&#8230;],3,banks association pledges strong support economic revival sri lanka banks association slba meeting governor central bank sri lanka cbsl today pledged fullest support revive country economy following damage inflicted cyclone ditwah 160 banks represented association stated detailed impact assessment already initiated across banks 8230,3,0.7845,-4.5,-3.7155,High Risk
LankaBusinessOnline,Sri Lanka economic summit opened with focus on recovery and resilience after cyclone Ditwah,https://www.lankabusinessonline.com/sri-lanka-economic-summit-opened-with-focus-on-recovery-and-resilience-after-cyclone-ditwah/,"The Ceylon Chamber of Commerce opened the Sri Lanka Economic &#38; Investment Summit on Tuesday with a renewed sense of purpose, reframing the annual event as a platform for national recovery following the devastation caused by Cyclone Ditwah. Addressing more than 800 delegates, including over 100 overseas investors, the Chamber’s Chairperson, Krishan Balendra began by [&#8230;]",3,sri lanka economic summit opened focus recovery resilience cyclone ditwah ceylon chamber commerce opened sri lanka economic 38 investment summit tuesday renewed sense purpose reframing annual event platform national recovery following devastation caused cyclone ditwah addressing 800 delegates including 100 overseas investors chamber chairperson krishan balendra began 8230,3,-0.4215,-3.0,-3.4215,High Risk
LankaBusinessOnline,Management committee of ‘Rebuilding Sri Lanka’ fund appointed with  reps from  public and pvt sectors,https://www.lankabusinessonline.com/management-committee-of-rebuilding-sri-lanka-fund-appointed-with-reps-from-public-and-pvt-sectors/,"Cabinet approval has been granted to establish the ‘Rebuilding Sri Lanka’ Fund, aimed at rebuilding the country following the severe devastation caused by Cyclone ‘Ditwah’, one of the worst natural disasters in Sri Lanka’s recent history. The Fund is to be established as a statutory fund under the Presidential Secretariat and its Management Committee will [&#8230;]",3,management committee rebuilding sri lanka fund appointed reps public pvt sectors cabinet approval granted establish rebuilding sri lanka fund aimed rebuilding country following severe devastation caused cyclone ditwah one worst natural disasters sri lanka recent history fund established statutory fund presidential secretariat management committee 8230,3,-0.7579,1.5,0.7421,Opportunity
LankaBusinessOnline,Sri Lanka introduces duty-free mechanism for overseas disaster relief donations,https://www.lankabusinessonline.com/sri-lanka-introduces-duty-free-mechanism-for-overseas-disaster-relief-donations/,"Due to the current disaster situation in the country, various inquiries have been made by foreign countries, organizations, individuals, as well as Sri Lankans living abroad, regarding donating essential goods to the people affected. Accordingly, the Government of Sri Lanka has introduced a more convenient procedure to expedite the clearance and distribution of all material [&#8230;]",3,sri lanka introduces duty free mechanism overseas disaster relief donations due current disaster situation country various inquiries made foreign countries organizations individuals well sri lankans living abroad regarding donating essential goods people affected accordingly government sri lanka introduced convenient procedure expedite clearance distribution material 8230,1,-0.3182,-7.0,-7.3182,High Risk
LankaBusinessOnline,Ceylon Chamber affirms support for National recovery efforts following cyclone Ditwah,https://www.lankabusinessonline.com/ceylon-chamber-affirms-support-for-national-recovery-efforts-following-cyclone-ditwah/,"The Ceylon Chamber of Commerce is deeply saddened by the devastation caused by Cyclone Ditwah, and our thoughts are with all individuals, families, and communities affected by this tragedy. We mourn the loss of lives and acknowledge the immense hardship endured by thousands who have been displaced and whose livelihoods have been severely disrupted. In [&#8230;]",3,ceylon chamber affirms support national recovery efforts following cyclone ditwah ceylon chamber commerce deeply saddened devastation caused cyclone ditwah thoughts individuals families communities affected tragedy mourn loss lives acknowledge immense hardship endured thousands displaced whose livelihoods severely disrupted 8230,1,-0.9557,-10.0,-10.0,High Risk
LankaBusinessOnline,Telecom operators and partners accelerate restoration of connectivity after cyclone Ditwah,https://www.lankabusinessonline.com/telecom-operators-and-partners-accelerate-restoration-of-connectivity-after-cyclone-ditwah/,"Sri Lanka’s national telecommunication operators, in close coordination with government authorities, are intensifying round-the-clock recovery efforts to reconnect communities battered by severe flooding and landslidestriggered by Cyclone Ditwah since 27 November. The disaster has claimed 334 lives, left nearly 400 people missing or unaccounted for, and affected more than 1.3 million individuals nationwide, with rising [&#8230;]",3,telecom operators partners accelerate restoration connectivity cyclone ditwah sri lanka national telecommunication operators close coordination government authorities intensifying round clock recovery efforts reconnect communities battered severe flooding landslidestriggered cyclone ditwah since 27 november disaster claimed 334 lives left nearly 400 people missing unaccounted affected 1 3 million individuals nationwide rising 8230,5,-0.8591,-10.0,-10.0,High Risk
LankaBusinessOnline,Evolution Auto brings multi-brand electric vehicle showroom to Kurunegala,https://www.lankabusinessonline.com/evolution-auto-brings-multi-brand-electric-vehicle-showroom-to-kurunegala/,"Evolution Auto, a pioneer in Sri Lanka’s electric mobility sector, has officially opened its multi-brand electric vehicle (EV) showroom in Kurunegala, in collaboration with New Jayasekara Auto Motors (Pvt) Ltd. The new showroom offers customers a chance to explore, test drive, and purchase a wide range of electric vehicles, making eco-friendly transportation more accessible than [&#8230;]",3,evolution auto brings multi brand electric vehicle showroom kurunegala evolution auto pioneer sri lanka electric mobility sector officially opened multi brand electric vehicle ev showroom kurunegala collaboration new jayasekara auto motors pvt ltd new showroom offers customers chance explore test drive purchase wide range electric vehicles making eco friendly transportation accessible 8230,3,0.6369,0.0,0.6369,Opportunity
LankaBusinessOnline,Sri Lanka’s Central Bank keeps policy rate unchanged,https://www.lankabusinessonline.com/sri-lankas-central-bank-keeps-policy-rate-unchanged/,"The Monetary Policy Board, at its meeting held yesterday, decided to maintain the Overnight Policy Rate (OPR) at the current level of 7.75%. The Board arrived at this decision after carefully considering evolving developments and the outlook on both domestic and global fronts. The Board is of the view that the current monetary policy stance [&#8230;]",3,sri lanka central bank keeps policy rate unchanged monetary policy board meeting held yesterday decided maintain overnight policy rate opr current level 7 75 board arrived decision carefully considering evolving developments outlook domestic global fronts board view current monetary policy stance 8230,3,0.128,0.0,0.128,Neutral
LankaBusinessOnline,Acquisitions of Small Sri Lanka Banks Neutral to BOC’s and PB’s Ratings: Fitch Ratings,https://www.lankabusinessonline.com/acquisitions-of-small-sri-lanka-banks-neutral-to-bocs-and-pbs-ratings-fitch-ratings/,"Fitch Ratings says the proposed transfers of state-owned shares – of Housing Development Finance Corporation Bank of Sri Lanka (HDFC, BB+(lka)/Rating Watch Positive) to Bank of Ceylon (BOC, CCC+/AA-(lka)/Stable) and of State Mortgage &#38; Investment Bank (SMIB, BB(lka)/Rating Watch Positive) to People’s Bank (Sri Lanka) (PB, AA-(lka)/Stable) – are unlikely to affect the acquirers’ ratings. [&#8230;]",3,acquisitions small sri lanka banks neutral boc pb ratings fitch ratings fitch ratings says proposed transfers state owned shares housing development finance corporation bank sri lanka hdfc bb lka rating watch positive bank ceylon boc ccc aa lka stable state mortgage 38 investment bank smib bb lka rating watch positive people bank sri lanka pb aa lka stable unlikely affect acquirers ratings 8230,3,0.9153,2.0,2.9153,High Opportunity
LankaBusinessOnline,Central Bank keeps Overnight Policy Rate unchanged,https://www.lankabusinessonline.com/central-bank-keeps-overnight-policy-rate-unchanged/,"The Monetary Policy Board, at its meeting held yesterday, decided to maintain the Overnight Policy Rate (OPR) at the current level of 7.75%. The Board arrived at this decision after carefully considering evolving developments and the outlook on both domestic and global fronts. The Board is of the view that the current monetary policy stance [&#8230;]",3,central bank keeps overnight policy rate unchanged monetary policy board meeting held yesterday decided maintain overnight policy rate opr current level 7 75 board arrived decision carefully considering evolving developments outlook domestic global fronts board view current monetary policy stance 8230,3,0.128,0.0,0.128,Neutral
